Shape,R101,R101N,R102,R102N,R103,R103N,R104,R104N,R601AK2,R601AK3,R601AK4,R601AK5,R601AK6,R601AK7,R601AK8,R601BK7,R601BK8,R601BK2,R601BK3,R601BK4,R601BK5,R601BK6,R601CK2,R601CK3,R601CK4,R601CK5,R601CK6,R601CK7,R601CK8,R601DK2,R601DK3,R601DK4,R601DK5,R601DK6,R601DK7,R601DK8,R601EK2,R601EK3,R601EK4,R601EK5,R601EK6,R601EK7,R601EK8,R601FK2,R601FK3,R601FK4,R601FK5,R601FK6,R601FK7,R601FK8,R601GK2,R601GK3,R601GK4,R601GK5,R601GK6,R601GK7,R601GK8,R601HK2,R601HK3,R601HK4,R601HK5,R601HK6,R601HK7,R601HK8,R601IK2,R601IK3,R601IK4,R601IK5,R601IK6,R601IK7,R601IK8,R601JK2,R601JK3,R601JK4,R601JK5,R601JK6,R601JK7,R601JK8,R602A,R602B,R602C,R602D,R602E,R701AK2,R701AK3,R701AK4,R701AK5,R701BK2,R701BK3,R701BK4,R701BK5,R701CK2,R701CK3,R701CK4,R701CK5,R701DK2,R701DK3,R701DK4,R701DK5,R701EK2,R701EK3,R701EK4,R701EK5,R701FK2,R701FK3,R701FK4,R701FK5,R701GK2,R701GK3,R701GK4,R701GK5,R701HK2,R701HK3,R701IK2,R701IK3,R701JK2,R701JK3,R701KK3,R701LK3,R701MK3,R702A,R702B,R702C,R702D,R702E,R702F,R703AK2,R703AK3,R703BK2,R703BK3,R703CK2,R703CK3,R703DK2,R703DK3,R703EK2,R703EK3,R703FK2,R703FK3,R703GK2,R703GK3,R704AK2,R704AK3,R704AK4,R704BK2,R704BK3,R704BK4,R704CK2,R704CK3,R704CK4,R704DK2,R704DK3,R704DK4,R704EK2,R704EK3,R704EK4,R704FK2,R704FK3,R704FK4,R704GK2,R704GK3,R704GK4,R704HK2,R704HK3,R704HK4,R704IK2,R704IK3,R704IK4,R704JK2,R704JK3,R704JK4,R704KK2,R704KK3,R704KK4,R704LK2,R704LK3,R704LK4,R704MK2,R704MK3,R704MK4,R705A,R705B,R705C,R706A1,R706A2,R706B,R706C,R706D,R707,R708,R709AK2,R709AK3,R709AK4,R709BK2,R709BK3,R709BK4,R709CK2,R709CK3,R709CK4,R709DK2,R709DK3,R709DK4,R709EK2,R709EK3,R709EK4,R709FK2,R709FK3,R709FK4,R709GK2,R709GK3,R709GK4,R709HK2,R709HK3,R709HK4,R710,R711A,R711B
62250,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,007,SEBULU ILIR,1,1,0,0,0,0,0,0,0,1,1,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,1,,,2,0,,,1,0,,,0,0,0.50,1,1,0,,,0,0,25.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.00,2,0,25.00,2,1,,,0,25.00,2,0,0.50,1,0,25.00,2,0,25.00,2,0,25.00,2,2,,,0,25.00,2,0,25.00,2,0,25.00,2,0,25.00,2,6,6,0,0,1,1,0,0,2,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,232,89
62251,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,008,SEGIHAN,2,,,,,,,0,0,1,0,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,1,,,1,0,,,0,0,4.00,1,0,0,6.00,1,0,0,25.50,2,0,0,25.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.00,2,0,25.00,2,0,4.00,1,0,25.00,2,1,,,0,25.00,2,0,25.00,2,0,25.00,2,0,25.00,2,0,25.00,2,0,25.00,2,0,25.00,2,0,25.00,2,3,3,0,0,0,0,0,0,2,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,421,20
62252,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,009,GIRI AGUNG,2,,,,,,,0,0,1,1,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,1,0,0,0,0,0,2,0,6,8,2,0,1,,,0,1,,,2,0,,,1,0,,,0,0,30.00,3,0,0,30.00,3,0,0,50.0000,3,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.00,3,0,30.00,3,0,9.00,1,0,15.00,2,1,,,0,30.00,3,0,30.00,3,0,30.80,3,1,,,0,30.00,3,0,30.00,3,0,30.50,3,0,30.00,3,4,0,1,0,0,0,1,2,1,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,987,15
62253,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,010,SENONI,2,,,,,,,1,0,1,1,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,0,6,8,1,0,1,,,0,2,,,1,0,,,1,0,,,0,1,,,0,0,15.00,2,0,0,38.0000,3,0,0,0,0,0,0,0,0,0,2,4,5,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.00,3,0,38.00,3,0,30.00,3,0,30.00,3,1,,,1,,,0,30.00,3,0,38.00,3,0,30.00,3,0,70.00,3,0,40.00,3,0,38.00,3,0,38.00,3,2,0,0,0,0,0,2,2,1,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,371,150
62254,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,011,SEBULU MODERN,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,1,0,0,1.00,1,0,2,,,4,1,,,0,0,1.00,1,0,0,1.00,1,0,0,1.00,1,0,0,23.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.00,2,0,23.00,2,0,1.00,1,0,1.00,1,2,,,0,23.00,1,0,1.00,1,0,23.00,1,0,0.70,1,1,,,0,0.70,1,0,23.00,1,0,23.00,1,5,5,0,0,0,0,3,0,2,0,1,1,0,1,3,0,2,,,2,,,2,,,2,,,2,,,2,,,0,2144,500
62255,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,012,LEKAQ KIDAU,2,,,,,,,1,0,1,0,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,1,0,0,0,0,0,2,,,,,,,2,0,6,8,2,0,0,40.00,3,0,1,,,1,0,,,0,0,2.00,2,0,0,40.00,3,0,0,40.00,3,0,0,46.5000,3,0,0,0,0,0,0,0,0,0,2,4,5,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.00,3,0,46.00,3,0,40.00,3,0,40.00,3,1,,,0,46.00,3,0,40.00,3,0,46.00,3,0,40.00,3,0,80.00,3,0,80.00,3,0,46.00,3,0,40.00,3,2,2,0,0,0,0,0,1,2,0,1,1,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,200,10
62256,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,013,SANGGULAN,2,,,,,,,1,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,1,,,1,0,,,0,0,3.00,2,0,0,15.00,2,0,0,15.00,2,0,0,35.0000,3,0,0,0,0,0,0,0,0,0,2,4,5,8,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38.00,3,0,38.00,3,0,15.00,3,0,15.00,3,1,,,0,40.00,3,0,15.00,2,0,35.00,3,1,,,0,35.00,3,0,35.00,3,0,38.00,3,0,35.00,3,4,4,0,0,0,0,1,1,1,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,220,200
62257,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,014,MEKAR JAYA,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,0,2.00,1,0,1,,,0,1,,,0,0,2.00,1,0,0,2.00,1,0,0,3.00,1,0,0,70.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.00,3,0,67.00,3,0,1.00,1,0,3.00,1,0,3.00,1,0,6.00,1,0,2.00,1,0,73.00,3,0,2.00,1,0,3.00,1,0,5.00,1,0,2.00,1,1,,,3,3,0,0,0,0,2,2,1,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,243,35
62258,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,001,LOA LEPU,2,,,,,,,1,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,1,,,2,0,,,0,1,,,0,0,2.00,1,1,0,,,0,0,7.0000,2,0,0,0,0,0,0,0,0,0,2,4,5,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00,1,0,6.00,1,0,8.00,2,0,6.00,1,0,8.00,2,0,5.00,1,0,5.00,1,0,10.00,2,0,3.00,2,0,4.00,1,1,,,0,3.00,1,0,3.00,1,2,0,0,0,0,0,2,0,1,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,303,27
62259,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,002,TELUK DALAM,2,,,,,,,1,0,1,0,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,1,0,0,3.00,2,0,2,,,1,0,,,0,0,3.00,2,0,0,3.00,2,0,0,3.00,2,0,0,7.0000,2,0,0,0,0,0,0,1,0,0,2,4,5,7,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,30.00,2,0,30.00,2,0,7.00,2,0,7.00,2,0,5.00,2,0,7.00,2,0,18.00,2,1,,,0,3.00,2,1,,,2,,,0,4.00,2,1,0,1,0,0,0,1,0,1,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,34,42
62260,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,003,PERJIWA,2,,,,,,,1,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,5,8,1,0,0,3.00,2,0,1,,,0,1,,,0,0,6.00,2,1,0,,,0,0,10.00,2,0,0,15.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00,1,0,15.00,2,0,15.00,2,0,15.00,2,1,,,0,16.00,2,0,10.00,2,0,20.00,2,0,7.00,2,0,25.00,2,0,25.00,2,0,5.00,1,0,4.00,1,1,0,1,0,0,0,1,0,1,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,246,87
62261,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,004,LOA RAYA,1,9,0,8,0,5,0,7,0,1,7,0,6,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,2,0,1,0,1,0,1,1,0,1,0,1,0,2,0,6,7,1,0,0,8.00,3,0,1,,,0,0,2.00,1,0,0,2.00,1,0,0,10.00,2,0,0,13.00,2,0,0,17.0000,3,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00,1,0,17.00,2,0,19.00,2,0,19.00,2,1,,,0,22.00,2,0,8.00,2,0,15.00,3,1,,,0,12.00,2,0,15.00,2,0,5.00,1,0,5.00,1,1,0,0,0,0,0,1,3,1,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,243,49
62262,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,005,LOA ULUNG,2,,,,,,,1,0,1,1,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,5,8,1,0,0,5.00,1,0,1,,,1,0,,,0,0,2.00,1,0,0,10.00,2,0,0,10.00,2,0,0,15.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.00,1,0,35.00,2,0,40.00,2,0,10.00,2,1,,,0,32.00,2,0,15.00,2,0,15.00,2,1,,,0,32.00,2,0,8.00,1,0,10.00,1,0,10.00,1,3,0,2,0,0,0,1,0,1,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,165,22
62263,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,006,EMBALUT,2,,,,,,,1,0,1,0,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,2,,,1,1,,,1,0,,,0,0,5.00,2,1,0,,,0,0,45.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.00,2,0,40.00,2,0,40.00,2,0,12.00,2,1,,,1,,,0,3.00,2,0,40.00,2,2,,,1,,,1,,,0,10.00,2,1,,,3,0,0,0,0,0,2,3,2,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,25,50
62264,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,007,BUKIT RAYA,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,3,,,2,0,,,0,1,,,0,1,,,0,0,2.00,2,0,0,12.0000,2,0,0,0,0,0,0,1,0,0,2,4,5,8,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8.00,2,0,8.00,2,0,8.00,2,0,8.00,2,1,,,0,8.00,2,0,10.00,2,0,8.00,2,3,,,1,,,1,,,0,10.00,2,0,10.00,2,6,0,0,0,0,0,0,3,1,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,4,117,35
62265,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,008,MANUNGGAL JAYA,2,,,,,,,1,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,1,0,1,,,0,4,,,2,1,,,1,1,,,1,1,,,0,1,,,0,0,17.0000,2,0,0,0,0,0,0,1,1,0,2,4,5,8,1,3,0,0,0,1,0,1,0,1,0,5,0,1,0,0,0,15.00,2,0,17.00,2,0,15.00,2,1,,,0,4.00,2,2,,,2,,,0,17.00,2,5,,,1,,,0,3.00,2,4,,,4,,,6,0,0,1,2,0,7,12,1,3,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,119,213
62266,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,009,BANGUN REJO,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,6,,,0,9,,,3,3,,,0,3,,,0,2,,,0,1,,,0,0,25.0000,2,0,0,0,0,0,0,2,3,0,1,3,5,7,1,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,20.00,2,0,20.00,2,0,27.00,2,0,3.00,2,1,,,0,3.00,2,3,,,0,20.00,2,3,,,1,,,1,,,1,,,3,,,9,0,0,0,0,0,9,11,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,240,187
62267,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,010,KERTA BUANA,2,,,,,,,1,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,1,0,1,,,0,3,,,1,1,,,1,1,,,0,0,5.00,2,0,0,8.00,2,0,0,35.0000,2,0,0,0,0,0,0,0,1,0,2,4,5,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.00,2,0,30.00,2,0,30.00,2,0,10.00,1,1,,,0,10.00,1,0,9.00,1,0,6.00,1,2,,,0,8.00,1,0,8.00,1,0,6.00,1,0,6.00,1,6,0,1,0,0,0,3,15,1,3,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,254,89
62268,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,011,SEPARI,2,,,,,,,1,0,1,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,1,0,1,0,0,0,2,0,6,8,2,0,1,,,0,2,,,1,0,,,0,1,,,0,0,15.00,2,0,0,15.00,2,0,0,40.0000,2,0,0,0,0,0,0,0,0,0,2,3,5,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.00,2,0,40.00,2,0,40.00,2,0,15.00,2,1,,,0,15.00,2,0,10.00,2,0,10.00,2,0,10.00,2,0,10.00,2,0,10.00,2,0,7.00,2,0,10.00,2,1,0,1,0,0,0,1,1,1,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,510,96
62269,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,012,BUKIT PARIAMAN,2,,,,,,,0,0,1,0,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,1,0,7,,,0,0,5.00,2,4,0,,,0,0,5.00,2,1,0,,,0,0,19.00,2,0,0,45.0000,2,0,0,0,0,0,0,1,0,0,1,3,6,8,1,4,0,0,0,2,0,0,0,0,0,7,0,1,0,0,0,40.00,2,0,40.00,2,0,38.00,2,1,,,0,5.00,2,0,18.00,2,1,,,0,38.00,2,3,,,0,7.00,2,1,,,2,,,2,,,8,0,1,1,0,0,3,0,2,4,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,454,120
62270,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,013,BUANA JAYA,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,1,0,0,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,1,,,0,2,,,2,0,,,1,0,,,0,0,3.00,2,0,0,3.00,2,0,0,45.0000,2,0,0,0,0,0,0,0,0,0,2,3,5,7,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45.00,2,0,45.00,2,0,3.00,2,0,3.00,2,1,,,0,45.00,2,0,5.00,2,0,45.00,2,3,,,0,1.00,2,0,1.00,2,0,3.00,2,0,3.00,2,9,0,1,0,0,0,5,5,1,1,2,,,2,,,1,15,0,2,,,2,,,2,,,2,,,2,,,0,153,50
62271,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,014,MULAWARMAN,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,1,0,1,0,1,0,2,0,6,8,2,1,0,,,1,0,,,2,0,,,0,0,20.00,2,0,0,20.00,2,0,0,35.00,2,0,0,60.0000,2,0,0,0,0,0,0,0,1,0,2,4,5,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.00,3,0,60.00,3,0,60.00,3,0,30.00,2,1,,,0,60.00,3,0,30.00,2,0,60.00,3,1,,,0,37.00,2,0,37.00,2,0,30.00,2,2,,,3,0,1,0,0,0,2,0,1,4,1,15,0,1,35,1,1,5,0,1,5,0,2,,,2,,,2,,,2,,,0,25,55
62272,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,015,LOA PARI,2,,,,,,,1,0,1,0,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,5,8,1,0,0,2.00,1,0,1,,,1,0,,,1,0,,,0,0,4.00,2,0,0,4.00,2,0,0,7.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00,2,0,9.00,2,0,9.00,2,0,9.00,2,1,,,0,7.00,2,0,7.00,2,0,10.00,2,0,4.00,2,0,10.00,2,0,15.00,2,0,4.00,2,0,4.00,2,1,0,0,0,0,0,1,4,1,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,282,93
62273,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,016,SUKAMAJU,1,0,0,0,0,2,0,1,0,1,0,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,0,0,1,0,0,0,1,1,0,1,0,1,0,2,0,6,8,1,0,0,10.00,2,0,2,,,1,1,,,1,0,,,1,0,,,0,0,20.00,2,0,0,47.0000,2,0,0,0,0,0,0,2,0,0,2,4,6,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.00,2,0,47.00,2,0,30.00,2,0,10.00,2,1,,,0,10.00,2,0,10.00,2,0,47.00,2,1,,,0,10.00,2,0,10.00,2,0,10.00,2,1,,,2,1,1,0,0,0,4,0,1,1,1,4,0,2,,,1,7,0,2,,,2,,,2,,,2,,,2,,,0,14,54
62274,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,017,TANJUNG BATU,2,,,,,,,1,0,1,0,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,1,0,0,2.00,2,0,2,,,1,0,,,0,1,,,0,0,6.00,2,0,0,8.00,2,0,0,22.0000,2,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.00,2,0,20.00,2,0,22.00,2,0,10.00,2,1,,,0,6.00,2,0,6.00,2,0,22.00,2,0,6.00,2,0,8.00,2,0,10.00,2,0,8.00,2,0,8.00,2,2,0,0,0,0,0,1,0,1,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,33,21
62275,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,018,KARANG TUNGGAL,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,0,5,7,1,0,1,,,1,4,,,2,0,,,0,0,5.00,2,0,0,4.00,2,0,0,5.00,2,0,0,25.0000,2,0,0,0,0,0,0,0,0,0,2,4,5,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.00,2,0,15.00,2,0,15.00,2,0,5.00,2,1,,,0,15.00,2,0,5.00,2,0,25.00,2,2,,,0,5.00,2,0,5.00,2,0,5.00,2,1,,,3,0,0,0,0,0,5,3,2,1,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,155,268
62276,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,120,ANGGANA,001,SEPATIN,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,1,0,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,4,6,8,2,0,0,35.00,3,0,2,,,2,0,,,2,0,,,0,0,38.00,3,0,0,35.00,3,0,0,65.0000,3,0,0,0,0,0,0,0,0,0,2,4,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.00,4,0,63.00,4,0,44.00,4,0,40.00,4,2,,,0,59.00,3,0,40.00,3,0,66.00,3,1,,,0,83.00,3,1,,,0,40.00,3,0,40.00,3,2,0,0,0,0,0,2,0,1,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,2349,251
62277,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,120,ANGGANA,002,MUARA PANTUAN,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,1,0,1,0,2,0,1,1,0,0,0,0,0,2,,,,,,,2,,,,,,,2,,,,,,,2,4,5,8,2,0,1,,,0,1,,,1,0,,,1,0,,,0,0,30.00,3,0,0,34.00,3,0,0,60.0000,3,0,0,0,0,0,0,0,0,0,2,3,6,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.00,4,0,58.00,4,0,39.00,4,0,30.00,3,1,,,0,54.00,4,0,30.00,3,0,61.00,4,0,39.00,3,0,78.00,4,0,30.00,3,0,30.00,3,0,30.00,3,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,2,,,2,,,2,,,2,,,2,,,2,,,0,1042,100
62278,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,120,ANGGANA,003,TANI BARU,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,1,1,0,1,0,1,0,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,4,5,8,2,0,0,35.00,3,0,1,,,2,0,,,1,0,,,0,0,40.00,3,0,0,40.00,3,0,0,55.0000,3,0,0,0,0,0,0,0,0,0,2,4,6,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.00,4,0,53.00,4,0,39.30,4,0,35.00,4,1,,,0,50.70,4,0,35.00,4,0,57.70,4,0,35.00,3,0,64.70,4,0,30.00,3,0,35.00,3,0,35.00,3,1,0,0,0,0,0,1,0,1,2,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,1800,50
62279,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,120,ANGGANA,004,KUTAI LAMA,2,,,,,,,,,2,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,,,,,,,2,0,6,8,2,0,2,,,0,2,,,2,0,,,1,0,,,0,0,1.00,2,1,0,,,0,0,30.0000,3,0,0,0,0,0,0,0,0,0,2,4,6,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.00,3,0,28.00,3,0,12.00,2,0,5.00,2,2,,,0,24.00,2,0,9.00,2,0,31.00,3,0,9.00,2,0,48.00,4,1,,,0,9.00,2,0,9.00,2,3,0,0,0,0,0,4,1,1,0,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,0,1662,116
