Shape,R101,R101N,R102,R102N,R103,R103N,R104,R104N,R80101,R80102,R80103,R80104,R80105,R80106,R80107,R802,R803A,R803B,R803C,R803D,R803E,R803F,R803G,R803H,R803I,R804A1,R804A2A,R804A2B,R804A2C,R804B1,R804B2,R805A,R805B,R805C,R805D,R805E,R805F,R805G,R805H,R805I,R806,R807,R808,R809A,R809B,R8101K2,R8102K2,R8103K2,R8104K2,R8105K2,R8106K2,R8107K2,R811A,R811B,R811C,R811D,R811E,R811F,R901AK2,R901AK3,R901BK2,R901BK3,R901CK2,R901CK3,R901DK2,R901DK3,R901EK2,R901EK3,R901FK2,R901FK3,R901GK2,R901GK3,R901HK2,R901HK3,R901IK2,R901IK3,R901JK2,R901JK3,R901KK2,R901KK3,R901LK2,R901LK3,R902A,R902B,R1001A,R1001B1,R1001B2,R1001C1,R1001C2,R1001C3,R1002AK2,R1002AK3,R1002AK4,R1002AK5,R1002AJM,R1002AME,R1002AK7,R1002BK2,R1002BK3,R1002BK4,R1002BK5,R1002BJM,R1002BME,R1002BK7,R1002CK2,R1002CK3,R1002CK4,R1002CK5,R1002CJM,R1002CME,R1002CK7,R1002DK2,R1002DK3,R1002DK4,R1002DK5,R1002DJM,R1002DME,R1002DK7,R1003A,R1003B,R1004,R1005A,R1005B,R1005C,R1005D,R1006A,R1006B,R1007A,R1007B,R1007C,R1008AK2,R1008AK3,R1008BK2,R1008BK3,R1008CK2,R1008CK3,R1008DK2,R1008DK3,R1008EK2,R1008FK2,R1008GK2,R1201A,R1201B,R1201C,R1201D,R1201E,R1201F,R1201G,R1201H,R1202A,R1202B,R1202C,R1203A,R1203B,R1204A,R1204B,R1204C,R1204D,R1205A1,R1205A2,R1205A3,R1205B1,R1205B2,R1205B3,R1206AK2,R1206AK3,R1206AK4,R1206BK2,R1206BK3,R1206BK4,R1206CK2,R1206CK3,R1206CK4,R1206DK2,R1206DK3,R1206DK4,R1206EK2,R1206EK3,R1206EK4,R1206F1K2,R1206F1K3,R1206F1K4,R1206F2K2,R1206F2K3,R1206F2K4,R1206GK2,R1206GK3,R1206GK4,R1206HK2,R1206HK3,R1206HK4,R1206IK2,R1206IK3,R1206IK4,R1206JK2,R1206JK3,R1206JK4,R1207A,R1207B,R1207C,R1207D,R1208AK2,R1208AK3,R1208AK4,R1208BK2,R1208BK3,R1208BK4,R1208CK2,R1208CK3,R1208CK4,R1209AK2,R1209AK3,R1209AK4,R1209BK2,R1209BK3,R1209BK4,R1209CK2,R1209CK3,R1209CK4,R1209DK2,R1209DK3,R1209DK4,R1209EK2,R1209EK3,R1209EK4,R1209FK2,R1209FK3,R1209FK4,R1209GK2,R1209GK3,R1209GK4
62240,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,011,LOA TEBU,1,3,5,8,2,4,6,1,3,9,0,0,0,0,0,0,0,1,60369,30012,50025,1,0455,0,5,6,1,0,1,0,0,0,0,4,3,2,1,MANDI-MANDI 7 BULANAN,TASMIYAH,SYUKURAN,,SIRAMAN PENGANTIN,,TAHLILAN,1,1,1,5,0,0,1,1,1,1,4,1,2,2,4,2,1,1,4,1,4,2,1,1,4,2,1,1,4,2,2,14.00,1,1,1,2,1,2,2,,,13,0,35,8,2,,,15,0,40,8,2,,,15,0,50,8,2,,,45,1,0,15,0,1,2,4,4,2,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,0,1,0,7,0,2,4,0,0,0,0,1,3,1,0,1,0,0,0,0,2,4,6,0,4.00,1,0,4.00,1,0,4.00,1,2,,,0,5.00,1,20,,,4,,,0,6.00,1,7,,,0,10.00,1,0,10.00,1,1,4,5,7,1,,,0,10.00,1,0,10.00,1,2,9.00,1,2,5.00,1,2,5.00,1,1,,,1,,,1,,,2,5.00,1
62241,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,012,RAPAK LAMBUR,1,3,6,8,2,4,6,1,4,9,1,0,0,0,0,0,0,1,30012,60369,70025,1,0088,0,0,0,0,0,1,0,0,0,0,4,3,1,1,MANDI TUJUH BULANAN,TASMIYAH,,,MANDI PENGANTIN',,TAHLILAN,1,1,1,25,1,1,1,1,2,1,2,1,3,2,4,2,4,2,2,1,2,2,2,1,2,2,2,2,2,2,2,14.00,1,1,1,1,1,2,2,,,17,0,30,8,2,,,25,0,40,8,2,,,26,1,20,15,2,,,40,1,30,15,0,1,2,1,4,2,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,5,2,2,1,0,0,0,0,2,3,4,0,1,3,0,3,0,2,4,6,0,6.00,2,0,6.00,2,0,6.00,2,1,,,0,7.00,2,15,,,1,,,0,10.00,2,5,,,0,13.00,2,0,13.00,2,1,4,6,7,0,6.00,2,0,17.00,2,0,14.00,2,2,10.00,2,2,6.00,2,2,6.00,2,1,,,1,,,2,7.00,2,2,9.00,2
62242,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,013,LOA IPUH DARAT,1,3,5,8,2,4,6,1,5,5,6,1,0,0,0,0,0,1,60369,30012,60005,1,0455,2,0,4,1,7,0,7,0,4,0,2,3,2,1,MANDI TUJUH BULANAN,NAIK AYUN\,,,NYORONG TANDA,,TAHLILAN,1,1,1,12,1,5,2,2,2,2,4,2,4,2,4,2,2,2,4,2,4,2,2,1,1,2,4,2,2,2,2,16.00,1,1,1,1,1,2,3,1,1,20,0,40,25,3,1,1,19,0,35,25,3,1,1,30,1,0,50,3,2,2,60,2,0,100,0,1,2,6,3,2,2,1,3,4,1,4,1,2,1,2,1,2,1,1,1,1,1,0,16,0,0,0,4,4,0,0,0,0,2,3,0,,,,0,0,0,2,4,5,1,,,0,20.00,2,0,20.00,2,1,,,0,20.00,2,90,,,15,,,0,20.00,2,20,,,0,15.00,2,0,16.00,2,1,4,6,7,0,8.00,2,0,20.00,2,0,20.00,2,2,20.00,2,2,20.00,2,2,10.00,2,1,,,1,,,2,20.00,2,1,,
62243,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,090,TENGGARONG,014,BENDANG RAYA,1,3,5,8,2,4,6,1,2,4,1,1,0,0,0,0,0,1,30012,60369,70025,1,0088,0,0,0,0,1,3,0,0,0,0,4,3,1,1,MANDI 7 BULANAN,TASMIYAHAN,,,MANDI2 PENGANTIN,,TAHLILAN,1,1,1,8,0,4,1,1,1,1,1,2,4,2,4,2,4,2,1,2,4,2,1,1,4,2,4,2,4,2,2,5.00,1,1,1,3,,,2,,,16,0,25,8,2,,,17,0,30,8,2,,,27,1,15,15,2,,,39,1,25,15,0,1,2,0,4,2,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,0,0,2,0,0,0,0,2,3,0,,,,0,1,0,2,4,6,0,7.00,2,0,7.00,2,0,7.00,2,0,7.00,2,0,8.00,2,8,,,0,2.00,1,0,9.00,2,2,,,0,12.00,2,0,12.00,2,1,4,5,8,0,7.00,1,0,10.00,1,0,10.00,1,2,9.00,2,2,7.00,2,2,6.00,2,1,,,2,6.00,2,2,7.00,2,2,6.00,2
62244,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,001,SELERONG,1,3,6,8,2,4,6,1,1,1,0,0,0,0,0,0,0,1,60369,60001,70025,2,0455,2,0,0,3,0,0,1,0,3,0,4,1,1,1,,TEPUNG TAWAR,,,,,,1,1,1,5,1,3,1,1,1,1,4,2,4,2,4,2,1,1,4,2,4,2,4,2,4,2,4,2,4,2,2,50.00,1,1,1,3,,,2,,,40,1,0,50,2,,,50,1,30,100,2,,,50,2,0,100,2,,,80,3,30,200,0,1,2,1,3,2,2,1,4,4,1,4,1,1,2,,1,1,1,1,2,2,1,0,0,0,0,0,3,0,0,0,0,0,2,3,0,,,,0,0,0,2,4,6,0,40.00,3,0,40.00,3,0,40.00,3,0,4.00,1,0,50.00,3,16,,,0,4.00,1,0,50.00,3,0,40.00,3,0,50.00,3,0,50.00,3,2,4,6,8,0,50.00,3,0,50.00,3,0,50.00,3,2,50.00,3,2,50.00,3,2,50.00,3,1,,,2,50.00,3,2,50.00,3,2,40.00,3
62245,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,002,TANJUNG HARAPAN,1,3,5,8,2,4,6,1,2,3,2,1,0,0,0,0,0,1,60369,30012,60056,1,0455,0,0,0,0,1,12,0,0,4,0,2,3,1,1,,,,,,,,1,1,1,8,0,0,1,1,1,1,2,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,2,28.00,3,2,1,2,1,1,2,,,18,1,45,100,2,,,28,2,0,150,2,,,35,2,0,200,2,,,50,6,0,1000,0,3,2,0,0,2,2,1,4,4,1,4,1,2,1,2,1,2,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,3,0,,,,0,0,0,2,4,5,0,28.00,3,0,18.00,2,0,18.00,2,0,18.00,2,0,28.00,2,4,,,0,18.00,2,0,28.00,2,0,18.00,2,0,28.00,2,0,20.00,2,1,4,6,8,1,,,0,28.00,3,0,28.00,3,2,28.00,3,2,28.00,3,1,,,1,,,2,28.00,3,2,28.00,3,2,20.00,2
62246,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,003,BELORO,1,3,6,8,2,4,6,1,2,4,1,0,0,0,0,0,0,1,60369,60001,70025,2,0455,1,2,1,0,0,0,0,0,0,0,4,3,1,1,,,,,,,,1,1,1,2,0,0,2,1,1,1,2,1,4,2,4,2,4,2,4,2,4,2,1,1,4,2,4,2,4,2,2,30.00,3,3,2,3,,,2,,,13,0,25,10,2,,,30,1,30,20,2,,,50,2,20,125,2,,,70,3,0,235,0,1,2,0,2,2,1,1,3,4,1,4,1,2,2,,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,4,0,,,,0,0,0,2,4,6,0,13.00,2,0,10.00,2,0,10.00,2,0,10.00,2,0,30.00,3,25,,,3,,,0,30.00,3,0,13.00,3,0,30.00,3,0,30.00,3,2,4,6,8,0,30.00,2,0,30.00,2,0,30.00,2,2,30.00,2,2,30.00,2,2,30.00,2,1,,,2,30.00,2,2,30.00,2,2,30.00,2
62247,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,004,SEBULU ULU,1,3,6,8,2,4,6,1,1,4,0,0,0,0,0,0,0,1,60369,30012,70025,1,0455,7,1,1,2,12,3,2,0,0,0,4,3,1,1,,,,,,,,1,1,1,7,0,0,2,1,1,1,1,1,4,2,4,2,1,1,4,1,4,2,1,1,4,2,4,1,4,2,2,15.00,1,1,1,1,1,2,2,,,2,0,10,20,2,,,31,1,0,50,2,,,32,1,30,150,2,,,60,2,0,250,0,1,1,4,5,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,2,0,1,0,0,1,0,2,0,0,0,0,2,3,0,,,,0,1,4,2,4,5,0,25.00,2,0,25.00,2,1,,,0,1.00,1,0,25.00,2,42,,,0,1.00,1,1,,,40,,,0,25.00,2,0,13.00,1,1,4,5,7,0,25.00,2,0,25.00,2,0,25.00,2,2,25.00,2,2,25.00,2,2,25.00,2,1,,,1,,,1,,,2,1.00,2
62248,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,005,MANUNGGAL DAYA,1,3,5,8,2,4,6,1,4,12,2,1,0,0,0,0,0,1,60369,30012,30018,1,1167,3,2,1,1,5,0,2,0,0,0,4,1,1,2,,,,,,,,1,1,1,22,0,0,2,1,1,1,2,1,4,2,4,2,4,2,4,2,4,2,1,1,4,2,4,2,4,2,2,40.00,1,1,2,3,,,2,,,17,1,0,60,2,,,40,2,0,150,2,,,55,2,50,200,2,,,95,3,0,300,0,1,2,2,3,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,6,0,0,1,0,0,0,0,1,0,2,3,0,,,,0,0,0,2,3,6,1,,,0,2.00,2,1,,,0,2.00,2,0,40.00,2,52,,,52,,,0,40.00,2,13,,,0,40.00,2,0,4.00,2,1,4,5,7,1,,,0,80.00,3,0,80.00,3,2,40.00,2,1,,,1,,,1,,,2,40.00,2,2,40.00,2,1,,
62249,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,006,SUMBER SARI,1,3,5,8,1,4,6,1,5,16,1,1,0,0,0,0,0,1,30012,60369,70025,1,1167,1,1,3,1,5,2,2,0,0,0,4,3,1,1,,,,,,,,1,1,1,12,0,0,1,1,1,1,1,1,4,2,4,2,1,1,4,2,4,2,4,2,4,1,4,2,4,2,1,,1,1,1,1,1,2,2,,,13,0,20,60,2,,,60,1,0,150,2,,,45,1,20,200,2,,,100,3,0,300,0,1,2,2,4,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,,,,0,0,0,2,4,5,0,70.00,3,0,72.00,3,1,,,0,10.00,1,1,,,10,,,40,,,1,,,10,,,0,60.00,3,2,,,1,4,5,7,1,,,0,60.00,3,0,62.00,3,2,45.00,2,2,2.00,1,1,,,1,,,1,,,1,,,1,,
62250,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,007,SEBULU ILIR,1,3,5,8,2,4,6,1,1,3,0,0,0,0,0,0,0,1,60369,70025,30012,1,0455,1,0,0,1,2,2,1,0,0,0,4,3,1,1,,NAIK AYUN,,,,,,1,1,1,9,0,1,1,1,1,1,1,1,4,2,4,2,1,1,4,2,4,2,4,2,4,2,4,2,4,2,2,25.50,1,1,1,3,,,2,,,1,0,25,10,2,,,25,1,20,50,2,,,40,2,0,120,2,,,80,3,0,200,0,1,2,1,4,1,1,1,4,1,2,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,,,,0,1,0,2,3,6,0,25.00,2,1,,,0,1.00,1,1,,,0,25.00,2,27,,,14,,,0,25.00,2,2,,,0,25.00,2,0,13.00,2,1,4,6,8,0,13.00,2,0,25.00,2,0,25.00,2,2,25.00,2,2,25.50,2,2,25.30,2,1,,,1,,,2,25.00,2,1,,
62251,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,008,SEGIHAN,1,3,5,8,2,4,6,1,1,2,0,0,0,0,0,0,0,1,60369,70025,30012,1,0455,2,2,1,1,0,0,1,0,0,0,4,3,1,1,,,,,,,,0,0,0,4,0,0,1,1,4,1,4,2,4,2,4,2,1,2,4,2,4,2,4,2,4,2,4,2,4,2,2,15.00,1,1,1,3,,,2,,,4,0,10,25,2,,,25,1,0,70,2,,,40,1,30,100,2,,,85,2,30,200,0,1,2,0,3,2,2,1,1,4,2,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,,,,0,0,0,2,4,6,0,25.00,2,0,4.00,2,0,5.00,2,1,,,0,25.00,2,15,,,0,25.00,1,0,2.00,2,0,4.00,2,0,25.00,2,0,15.00,2,1,4,6,7,1,,,0,25.00,2,0,25.00,2,2,25.00,2,2,25.80,2,2,25.00,2,1,,,2,25.00,2,2,25.00,2,2,25.00,2
62252,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,009,GIRI AGUNG,1,3,5,8,1,4,6,1,2,16,1,1,0,0,0,0,0,1,30012,30021,60005,1,1167,0,2,4,0,3,0,0,0,0,0,4,3,1,1,,,,,,,,1,1,1,20,0,0,1,1,1,1,1,1,4,2,4,2,1,1,4,1,4,2,1,2,4,2,1,1,4,2,2,9.50,1,1,1,1,1,2,2,,,10,3,0,80,2,,,52,3,45,150,2,,,30,4,0,250,2,,,56,5,0,300,0,1,2,1,4,2,2,1,1,1,2,4,1,1,1,1,1,1,1,1,1,2,1,0,1,0,0,0,1,5,0,0,0,0,2,4,0,,,,0,1,0,2,3,6,0,70.00,3,0,65.00,3,1,,,0,18.00,3,0,20.00,3,35,,,0,12.00,2,2,,,2,,,0,70.00,3,0,18.00,3,1,4,5,7,0,10.00,2,0,60.00,3,0,65.00,3,2,40.00,3,2,40.00,3,2,40.00,3,1,,,2,2.00,2,2,40.00,3,1,,
62253,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,010,SENONI,1,3,5,8,2,4,6,1,1,2,0,1,0,0,0,0,0,1,60369,30012,60001,1,0455,3,2,0,2,30,12,6,0,2,0,4,1,1,1,TUJUH BULANAN,TASMIYAHAN,,,,,,1,1,1,10,2,8,1,1,1,1,1,1,4,2,4,2,1,1,4,2,4,2,4,2,4,2,4,1,4,2,2,38.00,3,2,1,1,1,2,2,,,30,1,30,150,2,,,38,1,45,250,2,,,40,2,0,350,2,,,100,3,0,450,0,1,2,2,2,2,2,1,4,4,2,4,1,1,1,1,1,1,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,2,4,5,0,38.00,3,0,30.00,3,0,1.00,1,0,1.00,1,0,38.00,3,25,,,5,,,0,38.00,3,3,,,0,38.00,3,0,27.00,3,1,4,6,8,0,38.00,3,0,38.00,3,0,38.00,3,2,38.00,3,2,38.00,3,2,38.00,3,1,,,1,,,2,38.00,3,2,38.00,3
62254,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,011,SEBULU MODERN,1,3,5,8,2,4,6,1,3,4,0,1,0,0,0,0,0,1,60369,30012,,2,0455,0,0,4,0,8,6,1,1,0,0,2,3,1,1,,,,,,,,1,1,1,9,0,1,2,1,3,1,2,1,4,2,4,2,1,1,4,2,4,2,1,1,4,2,4,2,4,2,2,23.00,3,1,1,3,,,2,,,1,0,10,20,2,,,23,1,0,100,2,,,33,1,30,200,2,,,80,2,20,300,0,1,2,2,4,1,1,1,4,4,1,4,1,1,2,,1,1,1,1,1,1,1,0,0,0,0,5,0,0,0,1,1,0,2,4,0,,,,0,0,0,2,4,5,0,23.00,2,1,,,1,,,0,23.00,2,0,20.00,2,4,,,61,,,0,23.00,2,3,,,0,23.00,2,0,23.00,2,2,4,6,8,0,20.00,2,0,23.00,2,0,23.00,2,2,23.00,2,2,23.00,2,2,20.00,2,1,,,1,,,2,23.00,2,1,,
62255,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,012,LEKAQ KIDAU,1,3,5,8,2,4,6,2,0,0,2,1,0,0,0,0,0,1,60127,70025,,1,0428,2,1,0,1,2,4,0,0,0,0,1,1,1,1,,,,,PEKIBAN ADET,,,1,1,1,3,1,0,2,1,1,1,1,1,4,2,4,2,1,1,4,2,4,2,4,2,4,2,4,2,4,2,2,46.00,3,1,1,3,,,2,,,40,2,0,200,2,,,46,2,30,300,2,,,56,3,0,360,2,,,96,4,0,400,0,1,2,0,2,3,2,1,1,4,2,4,1,1,2,,1,1,1,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,2,4,0,,,,0,0,0,2,4,6,0,46.00,3,0,4.00,2,0,4.00,2,0,2.00,2,0,46.00,3,4,,,4,,,0,46.00,3,0,46.00,2,0,46.00,3,0,46.00,3,2,4,6,8,0,46.00,3,0,46.00,3,0,46.00,3,2,46.00,3,2,46.00,3,2,46.00,3,2,2.00,3,2,46.00,3,2,46.00,3,2,46.00,3
62256,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,013,SANGGULAN,1,3,5,8,2,4,6,1,3,5,1,1,0,0,0,0,0,1,60369,30012,60001,1,0455,0,10,2,0,20,8,1,30,0,0,4,1,1,1,,,,,,,,1,1,1,4,0,0,1,1,4,2,1,1,4,2,4,2,4,2,1,1,4,2,4,2,4,2,4,2,4,2,2,38.00,3,1,1,1,1,2,2,,,16,1,0,50,2,,,25,1,25,100,2,,,55,1,40,150,2,,,85,2,50,200,0,1,2,1,3,2,2,1,2,4,2,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,2,0,0,0,0,2,4,0,,,,0,0,0,2,4,5,0,38.00,3,0,15.00,2,1,,,0,5.00,2,0,38.00,3,20,,,0,38.00,2,0,38.00,3,3,,,0,38.00,3,0,38.00,3,2,4,6,8,0,40.00,3,0,40.00,3,0,40.00,3,2,40.00,3,2,40.00,3,2,38.00,3,1,,,1,,,2,38.00,3,2,38.00,3
62257,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,014,MEKAR JAYA,1,3,5,8,1,4,6,1,2,10,0,0,0,0,0,0,0,1,30012,60369,60005,2,1167,3,3,2,0,5,1,1,0,0,0,4,3,1,2,,,,,,,,1,1,1,10,0,0,1,1,1,1,1,1,4,2,4,2,1,1,4,2,4,2,1,1,4,2,4,2,4,2,2,1.00,1,1,1,1,1,2,2,,,14,0,30,60,2,,,65,1,0,150,2,,,45,1,25,200,2,,,100,3,0,300,0,1,2,0,3,1,1,1,2,4,2,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,,,,0,0,0,2,4,5,0,20.00,1,0,1.00,1,0,1.00,1,0,15.00,1,0,1.00,1,5,,,15,,,0,1.00,1,10,,,0,21.00,1,0,1.00,1,1,4,5,7,0,1.00,1,0,15.50,1,0,17.50,1,2,20.50,1,2,3.50,1,2,1.50,1,1,,,2,1.50,1,2,1.00,1,1,,
62258,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,001,LOA LEPU,1,3,5,8,1,4,6,1,3,1,0,0,0,0,0,0,0,1,60369,30012,70025,1,0455,0,0,0,4,1,0,0,0,0,0,1,3,1,1,,,GULA ARENAN,,,GOTONG ROYONG,,1,1,1,5,0,0,1,1,1,1,2,1,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,2,5.00,1,1,1,3,,,2,,,22,1,0,200,2,,,5,0,30,80,2,,,8,0,30,100,2,,,25,1,30,250,0,1,2,0,0,2,2,1,1,4,2,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,0,0,0,0,2,3,0,,,,0,0,0,2,4,6,0,3.00,1,0,17.00,2,0,8.00,2,1,,,0,8.00,2,11,,,1,,,0,25.00,2,15,,,0,7.00,2,0,7.00,2,1,4,5,7,0,7.00,2,0,7.00,2,0,7.00,2,2,8.00,2,2,7.00,2,2,5.00,2,1,,,2,3.00,2,2,4.00,2,1,,
62259,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,002,TELUK DALAM,1,3,5,8,1,4,6,1,1,2,1,0,0,0,0,0,0,1,60001,60369,30012,1,0455,0,0,0,3,3,0,0,0,0,0,4,3,1,1,7 BULANAN,TASMIYAH,,,SIRAMAN,,TAHLILAN,1,1,0,1,0,0,4,1,1,1,1,1,4,2,4,2,2,2,4,2,4,2,4,2,4,2,4,2,4,2,2,5.00,1,1,1,3,,,2,,,24,0,45,200,2,,,5,0,20,70,2,,,7,0,30,100,2,,,30,1,0,280,0,1,1,5,4,1,1,1,4,4,2,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,,,,0,0,0,2,4,6,1,,,0,15.00,2,0,10.00,2,1,,,1,,,48,,,20,,,0,35.00,2,35,,,0,5.00,2,0,7.00,2,1,4,6,8,0,5.00,2,0,5.00,2,0,5.00,2,2,7.00,2,2,7.00,2,1,,,1,,,1,,,2,5.00,2,1,,
62260,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,003,PERJIWA,1,3,5,8,2,4,6,1,1,2,1,1,0,0,0,0,0,1,60369,30012,60001,1,0455,1,0,0,1,0,4,0,0,0,0,3,2,1,1,,TASMIYAH,,PELAS DESA,REWANG,GOTONG ROYONG,MELAYAT,1,1,2,4,0,0,1,1,1,1,4,2,4,2,4,2,2,1,4,2,4,2,4,2,4,2,4,2,4,2,1,,3,1,1,3,,,2,,,25,0,40,200,2,,,5,0,15,50,2,,,8,0,17,50,2,,,38,1,15,250,0,1,2,0,4,2,2,1,1,4,2,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5,0,0,0,0,2,3,0,,,,0,0,0,2,4,5,0,4.00,1,0,20.00,3,0,12.00,2,1,,,0,8.00,2,20,,,1,,,0,30.00,2,1,,,0,30.00,2,0,12.00,2,1,4,6,7,0,8.00,2,0,8.00,2,0,8.00,2,2,8.00,2,2,10.00,2,2,5.00,1,1,,,1,,,2,10.00,2,2,10.00,2
62261,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,004,LOA RAYA,1,3,5,8,2,4,6,1,1,3,1,0,0,0,0,0,0,1,60369,30012,60005,1,0455,3,2,1,2,2,1,1,0,0,0,4,1,1,1,,NAIK AYUN,,,NAIK BENTUHA,,,1,1,1,5,1,1,1,1,1,1,2,1,4,2,4,2,2,2,4,2,4,2,4,2,4,2,4,2,4,2,2,3.00,3,1,1,3,,,2,,,28,1,0,200,2,,,8,0,15,50,2,,,16,0,30,100,2,,,35,1,20,250,0,1,1,0,4,2,1,1,1,4,2,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,7,0,0,0,0,2,3,0,,,,0,0,0,2,4,6,0,4.00,1,0,9.00,2,0,9.00,2,1,,,0,12.00,2,8,,,0,5.00,2,0,35.00,2,5,,,0,18.00,2,0,18.00,2,1,4,5,8,0,15.00,2,0,15.00,2,0,15.00,2,1,,,2,15.00,2,2,10.00,2,1,,,2,2.00,1,2,5.00,2,2,10.00,2
62262,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,005,LOA ULUNG,1,3,5,8,2,4,6,1,2,4,2,1,0,0,0,0,0,1,60369,70199,,1,0455,0,0,0,1,0,0,0,0,0,0,4,3,2,1,,NAIK AYUN,,,,,,1,1,1,1,0,0,4,1,1,1,1,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,2,16.00,1,1,1,3,,,2,,,32,1,0,250,2,,,12,0,25,150,2,,,15,0,25,150,2,,,45,1,20,300,0,1,2,1,3,1,1,1,4,4,1,4,1,2,1,2,1,2,1,2,2,2,1,0,0,0,0,0,2,3,0,0,0,0,2,3,0,,,,0,0,0,2,4,6,0,10.00,1,0,9.00,2,0,10.00,1,0,10.00,1,0,18.00,1,7,,,1,,,0,12.00,1,5,,,0,16.00,1,0,18.00,1,2,4,6,8,0,20.00,1,0,20.00,1,0,20.00,1,2,20.00,2,2,20.00,2,2,12.00,1,1,,,1,,,2,15.00,2,2,18.00,2
62263,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,006,EMBALUT,1,3,6,8,2,4,6,1,2,4,1,0,0,0,0,0,0,1,60369,60001,30012,1,0455,1,0,0,0,0,5,0,0,0,1,1,3,1,1,,TASMIYAH,,LAMARAN,LAMARAN,,TAHLILAN,1,1,1,3,0,1,1,1,1,1,1,1,4,1,4,2,1,1,4,1,4,2,4,1,4,2,4,1,4,2,2,30.00,3,1,1,3,,,2,,,13,0,20,150,2,,,40,1,0,250,2,,,40,1,0,250,2,,,40,1,0,250,0,1,2,0,4,2,2,1,1,4,2,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,3,0,0,0,0,2,3,0,,,,0,0,0,2,3,6,0,40.00,2,0,7.00,2,0,7.00,2,1,,,0,10.00,2,7,,,3,,,0,40.00,2,3,,,0,40.00,2,0,40.00,2,1,4,6,8,0,10.00,2,0,40.00,2,0,10.00,2,2,40.00,2,2,13.00,2,2,10.00,2,1,,,1,,,2,12.00,2,2,40.00,2
