Shape,R101,R101N,R102,R102N,R103,R103N,R104,R104N,R1301A,R1301B1K2,R1301B1K3,R1301B1K4,R1301B1K5,R1301B2K2,R1301B2K3,R1301B2K4,R1301B2K5,R1301B3K2,R1301B3K3,R1301B3K4,R1301B3K5,R1301B4K2,R1301B4K3,R1301B4K4,R1301B4K5,R1301B5K2,R1301B5K3,R1301B5K4,R1301B5K5,R1301B6K2,R1301B6K3,R1301B6K4,R1301B6K5,R1301B7K2,R1301B7K3,R1301B7K4,R1301B7K5,R1302A,R1302B,R1303A01K3,R1303A01K4,R1303A02K3,R1303A02K4,R1303A03K3,R1303A03K4,R1303A04K3,R1303A04K4,R1303A05K3,R1303A05K4,R1303A06K3,R1303A06K4,R1303A07K3,R1303A07K4,R1303A08K3,R1303A08K4,R1303A09K3,R1303A09K4,R1303A10K3,R1303A10K4,R1303A11K3,R1303A11K4,R1303B,R1304A,R1304B,R1304C,R1304D,R1304E,R1305,R1306A,R1306B1,R1306B2,R1306C1,R1306C2,R1307,R1308A,R1308B,R1309,R1403A,R1403B,R1404B,R1404C,R1404D,R1404E,R1405A1,R1405A2K1,R1405A2K2,R1405B,R1405C,R1405D,R1406A,R1406B,R1407,R1601A1K2,R1601A1K3,R1601A1K4,R1601A1K5,R1601A2K2,R1601A2K3,R1601A2K4,R1601A2K5,R1601A3K2,R1601A3K3,R1601A3K4,R1601A3K5,R1601A4K2,R1601A4K3,R1601A4K4,R1601A4K5,R1601A5K2,R1601A5K3,R1601A5K4,R1601A5K5,R1601A6K2,R1601A6K3,R1601A6K4,R1601A6K5,R1601A7K2,R1601A7K3,R1601A7K4,R1601A7K5,R1601A8K2,R1601A8K3,R1601A8K4,R1601A8K5,R1601A9K2,R1601A9K3,R1601A9K4,R1601A9K5,R1601A10K2,R1601A10K3,R1601A10K4,R1601A10K5,R1601B1K2,R1601B1K3,R1601B1K4,R1601B1K5,R1601B2K2,R1601B2K3,R1601B2K4,R1601B2K5,R1601B3K2,R1601B3K3,R1601B3K4,R1601B3K5,R1601B4K2,R1601B4K3,R1601B4K4,R1601B4K5,R1601B5K2,R1601B5K3,R1601B5K4,R1601B5K5,R1601B6K2,R1601B6K3,R1601B6K4,R1601B6K5,R1601B7K2,R1601B7K3,R1601B7K4,R1601B7K5,R1601B8K2,R1601B8K3,R1601B8K4,R1601B8K5,R1601B9K2,R1601B9K3,R1601B9K4,R1601B9K5,R1601B10K2,R1601B10K3,R1601B10K4,R1601B10K5,R1701AK2,R1701AK3,R1701AK4,R1701AK5,R1701BK2,R1701BK3,R1701BK4,R1701BK5,R1702A,R1702B,R1702C,R1702D
62248,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,005,MANUNGGAL DAYA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,2,,1,2,2,,2,,2,,2,,1,1,3,6,7,1,10,2,,,5.00,2,0,2,4,2,1,1,1,1,3,1,1,2013,2019,3,1,1,1,4,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,53,1,7,1,52,1,5,6,5,41,10
62249,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,006,SUMBER SARI,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,3,6,7,1,10,2,,,1.00,1,1,2,4,2,1,1,1,1,1,1,1,2014,2019,3,5,1,1,4,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,8,32,32,1,8,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,1,4,32,8,2,,,,1,8,16,32,1,8,32,8,1,57,1,4,1,38,1,7,6,5,28,10
62250,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,007,SEBULU ILIR,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,3,6,8,2,10,1,1,0,,,0,2,4,2,1,1,1,1,3,2,1,2012,2018,3,5,3,1,3,1,1,2,4,8,1,2,4,8,1,2,4,8,1,2,4,8,1,2,4,8,2,,,,1,2,4,8,2,,,,1,2,4,8,1,2,4,8,1,2,4,8,2,,,,2,,,,2,,,,1,2,4,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,35,1,5,0,5,16,10
62251,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,008,SEGIHAN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,4,6,7,1,10,2,,,3.00,1,0,2,4,2,2,2,2,1,3,2,1,2014,2020,3,1,3,1,4,1,1,2,4,8,2,,,,2,,,,2,,,,1,2,4,8,2,,,,1,2,4,8,2,,,,1,2,4,8,1,2,4,8,1,2,4,8,2,,,,2,,,,2,,,,1,2,4,8,2,,,,2,,,,1,2,4,8,1,2,4,8,1,2,4,8,1,52,1,7,1,37,1,5,10,5,14,7
62252,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,009,GIRI AGUNG,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,4,6,8,1,10,2,,,3.00,1,0,2,4,2,1,1,1,1,3,2,1,2012,2018,3,1,1,1,3,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,52,1,5,4,8,15,26
62253,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,010,SENONI,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,4,5,8,2,10,2,,,30.00,3,0,2,4,2,1,1,1,1,3,1,1,2014,2019,3,10,10,1,3,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,2,16,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,41,1,8,1,49,1,7,8,4,20,10
62254,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,011,SEBULU MODERN,1,0,,,,0,,,,0,,,,0,,,,1,2,2,64,0,,,,0,,,,1,4,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,7,2,4,6,7,1,26,2,,,15.00,2,0,2,4,2,1,1,1,1,1,1,1,2014,2019,3,4,4,1,4,1,1,2,16,8,2,,,,2,,,,2,,,,1,2,16,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,34,1,7,1,51,1,6,12,5,15,10
62255,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,012,LEKAQ KIDAU,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,5,1,3,6,8,2,14,2,,,40.00,3,0,2,4,2,1,1,1,1,3,1,1,2017,2022,3,2,2,2,4,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,2,8,8,1,37,1,5,1,44,1,7,2,9,5,10
62256,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,013,SANGGULAN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,1,2,2,,2,,2,,1,1,1,1,2,,2,,2,,8,1,3,6,8,2,10,2,,,16.00,2,0,2,4,2,1,1,2,1,1,2,1,2016,2022,3,6,5,2,3,1,1,1,4,4,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,2,4,4,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,49,1,5,1,51,1,5,4,12,20,10
62257,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,100,SEBULU,014,MEKAR JAYA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,2,,2,,2,,2,,1,3,2,,2,,2,,2,,1,1,3,6,7,1,10,1,1,0,,,0,2,4,2,1,1,1,1,3,2,1,2013,2018,3,3,3,1,3,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,48,1,5,1,34,1,7,8,4,2,10
62258,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,001,LOA LEPU,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,4,6,7,1,11,2,,,3.00,2,0,2,4,2,1,1,2,1,3,1,1,2014,2019,4,6,7,2,4,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,67,1,8,1,39,1,5,2,4,6,15
62259,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,002,TELUK DALAM,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,8,1,4,6,7,2,8,2,,,5.00,2,0,2,4,2,1,1,1,1,3,1,1,2014,2019,3,1,4,2,4,1,2,,,,2,,,,2,,,,2,,,,1,1,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,32,2,,,,2,,,,1,55,1,5,1,55,1,5,2,4,4,8
62260,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,003,PERJIWA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,4,6,7,1,7,2,,,10.00,2,0,2,4,2,1,1,2,1,3,2,1,2014,2019,3,2,1,1,4,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,31,1,5,1,41,1,5,7,4,5,7
62261,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,004,LOA RAYA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,1,1,3,6,7,1,19,2,,,2.00,1,0,2,4,2,2,2,2,1,3,2,1,2016,2022,3,1,1,1,3,1,1,1,16,8,2,,,,2,,,,2,,,,2,,,,2,,,,1,8,2,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,42,1,5,2,,,,1,4,5,25
62262,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,005,LOA ULUNG,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,1,2,2,,2,,2,,2,,7,2,4,6,7,2,20,2,,,20.00,2,0,2,4,2,3,1,2,1,2,2,1,2016,2022,3,7,4,2,4,1,1,1,16,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,16,32,1,1,32,8,2,,,,1,1,16,8,2,,,,1,1,16,8,2,,,,2,,,,2,,,,1,1,32,8,2,,,,1,38,2,5,1,42,1,5,2,4,10,11
62263,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,006,EMBALUT,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,3,6,7,1,10,2,,,15.00,2,0,2,4,2,1,1,2,1,1,2,1,2013,2019,3,4,1,1,4,1,2,,,,2,,,,2,,,,2,,,,1,1,1,1,2,,,,2,,,,2,,,,2,,,,1,1,1,1,1,1,1,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,2,1,1,1,45,1,9,1,37,1,7,5,6,10,10
62264,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,007,BUKIT RAYA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,1,1,2,,2,,2,,1,1,1,2,2,,2,,2,,1,1,3,6,7,1,21,2,,,5.00,2,0,2,4,2,2,1,2,1,3,2,1,2014,2019,3,4,3,1,3,2,1,1,16,8,2,,,,2,,,,2,,,,1,1,16,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,40,1,7,1,56,1,5,2,8,23,21
62265,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,008,MANUNGGAL JAYA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,1,2,1,1,2,,1,3,1,3,2,,2,,2,,2,,1,1,3,5,7,1,21,1,1,0,,,0,2,4,2,1,1,2,1,1,1,1,2013,2018,3,6,2,2,4,1,1,1,1,8,2,,,,2,,,,1,1,1,8,2,,,,2,,,,1,1,1,8,2,,,,2,,,,1,1,1,8,1,1,1,8,2,,,,2,,,,2,,,,1,1,16,8,2,,,,2,,,,2,,,,2,,,,2,,,,1,42,1,7,1,42,1,7,2,6,25,21
62266,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,009,BANGUN REJO,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,1,2,2,,2,,2,,2,,7,1,3,6,7,1,23,2,,,3.00,2,0,2,4,1,1,1,2,1,2,1,1,2011,2018,3,2,3,1,3,1,1,1,1,8,2,,,,1,8,16,8,1,1,1,8,1,1,1,8,1,1,1,8,2,,,,2,,,,2,,,,1,1,1,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,32,2,,,,1,51,1,7,1,55,1,5,2,4,40,29
62267,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,010,KERTA BUANA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,7,1,3,6,7,1,17,2,,,10.50,2,0,2,4,2,2,3,1,1,3,2,1,2014,2019,3,6,2,1,4,1,1,1,16,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,39,1,5,1,40,1,7,2,4,30,20
62268,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,011,SEPARI,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,7,2,3,6,7,1,14,2,,,12.00,2,0,2,4,2,2,2,2,1,3,2,1,2014,2019,3,3,3,2,4,2,1,1,32,8,2,,,,2,,,,1,8,32,8,1,1,32,32,2,,,,1,1,32,32,2,,,,2,,,,1,1,32,32,1,1,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,1,8,32,8,2,,,,1,1,32,8,1,1,8,8,1,43,1,5,1,38,2,7,7,6,14,15
62269,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,012,BUKIT PARIAMAN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,4,6,7,1,21,2,,,12.00,2,0,2,4,2,2,2,1,1,1,1,1,2014,2019,3,2,2,1,3,1,1,1,16,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,4,32,1,55,1,5,1,51,1,7,1,5,5,21
62270,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,013,BUANA JAYA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,3,6,7,1,25,2,,,30.00,2,0,2,4,2,1,1,2,1,1,1,1,2013,2019,3,3,5,2,3,1,2,,,,2,,,,2,,,,1,8,16,8,1,8,16,8,2,,,,1,8,16,8,2,,,,2,,,,2,,,,1,8,1,8,1,8,1,8,1,8,1,8,2,,,,2,,,,1,8,16,8,1,8,16,8,1,8,16,8,2,,,,1,8,16,8,1,40,1,5,2,,,,2,6,27,25
62271,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,014,MULAWARMAN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,3,5,7,1,21,2,,,45.00,2,0,2,4,2,1,2,2,1,1,1,1,2017,2022,3,2,4,2,3,1,1,1,16,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,48,1,4,1,39,1,6,3,12,22,21
62272,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,015,LOA PARI,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,4,6,7,2,7,2,,,13.00,2,0,2,4,2,1,1,2,1,1,1,1,2014,2019,3,7,1,1,4,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,16,8,1,1,16,8,2,,,,2,,,,1,1,2,2,2,,,,1,1,32,32,2,,,,2,,,,1,39,1,7,1,53,1,5,8,4,7,7
62273,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,016,SUKAMAJU,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,3,6,7,1,10,1,1,0,,,0,2,4,2,1,3,1,1,2,2,1,2014,2019,3,0,0,2,4,1,2,,,,2,,,,2,,,,2,,,,1,1,1,8,2,,,,1,8,2,4,2,,,,2,,,,1,1,4,4,1,1,8,8,1,1,8,8,1,1,8,8,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,8,8,1,1,4,4,1,50,1,4,1,37,1,5,2,7,20,12
62274,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,017,TANJUNG BATU,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,4,5,8,2,10,2,,,8.00,2,0,2,4,2,3,2,2,1,3,2,1,2016,2021,3,2,2,2,4,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,2,2,2,,,,2,,,,2,,,,1,1,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,32,8,2,,,,1,1,8,8,1,39,1,8,1,38,1,5,2,4,6,16
62275,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,110,TENGGARONG SEBERANG,018,KARANG TUNGGAL,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,3,6,8,1,24,1,1,0,,,0,2,4,2,1,1,2,1,3,1,1,2017,2022,3,10,10,2,4,1,1,1,1,8,2,,,,1,1,32,8,1,1,32,8,2,,,,2,,,,1,1,1,8,2,,,,2,,,,1,1,1,8,1,1,32,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,1,8,2,,,,1,50,1,4,1,51,1,5,2,9,20,24
62276,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,120,ANGGANA,001,SEPATIN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,1,2,2,,2,,2,,2,,7,2,4,6,7,2,8,2,,,38.00,3,0,2,4,2,3,3,2,1,3,2,1,2017,2022,3,1,1,2,4,1,1,1,4,8,1,1,4,8,1,1,4,8,1,1,4,8,1,8,16,8,2,,,,2,,,,2,,,,1,1,2,8,1,1,2,8,1,8,16,8,2,,,,1,1,4,8,2,,,,2,,,,1,1,4,8,1,4,8,1,1,8,8,1,1,1,32,8,1,1,32,8,1,46,1,5,1,42,1,7,1,4,17,8
62277,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,120,ANGGANA,002,MUARA PANTUAN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,2,,2,,2,,2,,1,3,1,2,2,,2,,2,,1,2,4,6,7,2,3,2,,,30.00,3,0,2,4,2,3,2,2,1,3,2,1,2014,2019,3,1,1,2,4,1,1,1,4,8,2,,,,2,,,,1,8,4,8,1,8,4,8,1,1,4,8,1,1,2,8,2,,,,1,8,4,8,1,1,4,8,1,8,4,8,2,,,,2,,,,2,,,,1,1,4,8,1,8,4,8,1,8,4,8,2,,,,1,1,4,8,1,1,4,8,1,63,1,5,1,48,1,5,1,5,26,12
62278,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,120,ANGGANA,003,TANI BARU,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,4,6,7,2,10,2,,,35.00,3,0,2,4,2,1,1,2,1,1,2,1,2016,2021,3,1,1,2,4,1,1,1,4,8,2,,,,2,,,,1,1,4,8,1,8,16,8,1,1,4,8,1,1,4,8,2,,,,1,1,4,8,1,1,4,8,1,1,4,8,2,,,,1,1,4,8,2,,,,2,,,,1,1,4,4,1,1,4,32,2,,,,2,,,,1,8,16,4,1,52,1,5,1,29,1,7,1,4,23,16
62279,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,120,ANGGANA,004,KUTAI LAMA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,1,1,4,6,7,2,9,2,,,9.00,2,0,2,4,2,3,3,2,1,3,1,1,2016,2022,3,1,1,2,4,1,1,1,4,8,1,1,4,8,2,,,,1,8,16,8,1,8,16,8,2,,,,1,1,16,2,1,1,1,8,1,1,32,8,1,1,4,8,1,1,4,1,2,,,,1,1,4,4,2,,,,2,,,,1,8,16,2,1,8,16,4,1,1,4,4,1,1,4,4,2,,,,1,53,1,5,1,54,1,5,1,4,13,17
62280,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,120,ANGGANA,005,ANGGANA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,3,6,7,1,3,2,,,18.00,2,0,2,4,2,3,2,2,1,3,1,1,2017,2022,3,1,1,2,4,1,1,1,4,8,2,,,,1,1,4,8,2,,,,1,1,4,8,2,,,,1,8,16,2,2,,,,1,8,16,8,1,1,4,8,1,1,4,8,2,,,,2,,,,2,,,,1,1,4,8,1,1,4,8,2,,,,1,1,4,8,1,1,4,8,1,1,4,8,1,57,1,5,1,48,2,5,1,4,17,13
62281,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,120,ANGGANA,006,SUNGAI MERIAM,1,1,2,2,1,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,7,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,3,6,7,1,0,1,1,0,,,0,2,4,2,3,1,1,1,2,1,1,2013,2019,3,1,1,2,4,1,1,1,4,8,2,,,,1,1,4,8,1,1,4,8,1,1,4,8,2,,,,1,1,4,8,1,1,4,8,1,1,4,8,1,1,4,8,1,1,4,8,1,1,4,8,2,,,,2,,,,1,8,16,8,1,8,16,8,1,8,16,8,1,1,4,8,1,1,4,8,1,1,4,8,1,51,1,5,1,35,2,6,1,5,33,10
62282,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,120,ANGGANA,007,SIDOMULYO,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,3,6,7,1,11,2,,,6.40,2,0,2,4,2,1,1,1,1,1,1,1,2016,2021,4,2,0,2,4,3,1,1,16,8,2,,,,2,,,,1,1,16,8,2,,,,2,,,,1,1,4,4,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,41,1,5,1,37,1,7,1,4,20,16
62283,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,120,ANGGANA,008,HANDIL TERUSAN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,1,1,3,6,7,1,3,2,,,18.00,2,0,2,4,2,3,1,2,1,1,1,1,2014,2019,3,1,1,2,4,1,1,1,4,8,1,1,4,8,1,1,4,8,1,8,4,8,1,8,16,8,2,,,,1,1,2,2,2,,,,1,8,16,8,1,1,16,8,1,1,4,8,2,,,,1,1,4,8,1,8,16,8,1,1,4,8,1,8,16,8,2,,,,1,1,32,8,1,1,32,8,1,1,32,8,1,49,1,5,1,35,2,7,1,4,17,12
62284,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,130,MUARA BADAK,001,SELIKI,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,9,1,3,5,7,2,8,2,,,6.00,1,0,2,4,2,1,1,2,1,3,2,1,2013,2019,3,11,10,1,3,1,2,,,,2,,,,2,,,,1,1,8,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,30,1,7,1,33,2,7,9,4,13,8
62285,64,KALIMANTAN TIMUR,03,KUTAI KARTANEGARA,130,MUARA BADAK,002,SALO PALAI,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,1,1,3,6,7,1,10,2,,,3.50,1,0,2,4,2,1,1,2,1,3,2,1,2013,2019,3,3,0,1,3,1,2,,,,2,,,,2,,,,2,,,,1,1,16,8,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,8,8,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,4,2,20,1,55,1,5,1,29,2,5,2,5,11,10
