Shape,R101,R101N,R102,R102N,R103,R103N,R104,R104N,R301,R302A,R302B,R302C,R303,R304A,R304B,R304C,R305A1,R305B,R305C,R306A,R306B,R306C,R306D,R307A,R308A,R308B1A,R308B1B,R308B1C,R308B1D,R308B1E,R308B2,R308B3,R309A,R309B,R309C,R402A,R402B1,R402B2,R402C,R403A,R403B,R403C1,R403C2,R404A,R404B1,R404B2,R404C,R501A1,R501A2,R501B,R502A,R502B,R503A1,R503A2,R503A3,R503A4,R503A5,R503A6,R503B,R503C,R504A1,R504A2,R504A3,R504A4,R504A5,R504B,R504C,R505A,R505B,R506,R507A,R507B,R508A,R508B,R508C1,R508C2,R508C3,R509AK2,R509AK3,R509AK4,R509AK5,R509B1K2,R509B1K3,R509B1K4,R509B1K5,R509B2K2,R509B2K3,R509B2K4,R509B2K5,R509B3K2,R509B3K3,R509B3K4,R509B3K5,R509B4K2,R509B4K3,R509B4K4,R509B4K5,R509B5K2,R509B5K3,R509B5K4,R509B5K5,R509B6K2,R509B6K3,R509B6K4,R509B6K5,R509B7K2,R509B7K3,R509B7K4,R509B8K2,R509B8K3,R509B8K4,R509B8K5,R509B9K2,R509B9K4,R509B9K5,R509B10K2,R509B10K4,R509B10K5,R510B,R510C1,R510C2,R510C3,R510D1,R510D2A,R510D2B,R510D2C,R510D3,R511A,R511B,R512A,R512B1,R512B2,R512B3,R513AK2,R513AK3,R513ALK3,R513AK4,R513BK2,R513BK3,R513BLK3,R513BK4,R513CK2,R513CK3,R513CLK3,R513CK4,R514A,R514B,R515,R516
62654,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,030,PENAJAM,021,BUKIT SUBUR,1,1,5,5,1,1,2,10,1,1,1,1,1,1,1,1,2,,,,,,,,1,3,1,2,,,2,1,4,3,2,1,KARET,--,3,98,0,173,3,,2,3,5,8,1,4,2,2,1,3,6,8,2,2,1,1,1,2,6,4,1,1,3,20,20,1,2,1,2,1,,1,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,2,,2,,2,2,,2,2,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,1,2
62655,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,030,PENAJAM,022,SIDOREJO,1,1,5,12,1,1,2,8,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,1,2,2,2,,,,646,0,0,1,2,2,3,5,7,1,4,2,3,1,3,6,8,2,1,1,1,1,2,2,2,2,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2,,,,2,,,,2,,,,2,,,,1,3,2,2
62656,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,030,PENAJAM,023,GIRIPURWA,1,1,7,8,1,1,2,10,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,6,,,,1,-,GAMBUT,3,1076,0,0,3,,2,3,5,7,2,4,2,,1,3,6,8,2,1,1,1,3,2,2,3,1,1,1,7,7,1,2,2,2,1,,,,2,,,,2,,,,1,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,2,,,,2,,,,,2,0,2,,,,2,,,,2,,,,2,,,,1,3,1,2
62657,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,040,SEPAKU,001,MARIDAN,2,1,13,4,1,1,1,23,1,3,2,1,2,1,1,1,1,1,4,6,8,1,1,1,3,,,1,1,0,2,1,5,3,2,1,ROTI GEPENG,KELAPA SAWIT,3,1156,0,5,3,,2,3,5,7,1,4,2,3,1,3,5,8,2,3,3,1,3,2,2,6,2,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,1,44,87,2,,,,2,,,,1,3,DEBU DARI KENDARAAN,1,3,3,1,2
62658,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,040,SEPAKU,002,MENTAWIR,2,1,10,2,2,1,1,4,4,3,2,1,2,1,1,1,1,1,3,6,7,1,1,1,1,2,3,2,,,2,2,,,,1,SIRUP MANGROVE,BATU BARA,3,162,43,10,3,,2,3,5,8,1,4,2,3,2,3,5,8,2,2,3,1,3,4,2,6,2,,,,,1,2,2,2,1,,,,1,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,1,1,10,10,1,1,4,6,1,2,0,2,,,,1,2,,1,2,,,,2,,,,1,3,1,1
62659,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,040,SEPAKU,003,PEMALUAN,2,1,11,4,1,1,1,6,1,3,2,1,2,1,1,1,1,1,4,6,8,1,1,1,2,3,3,2,,,2,1,5,3,1,2,,,,437,0,0,3,,2,3,5,7,1,4,2,2,1,3,6,8,2,1,1,1,3,2,6,4,2,,,,,1,2,2,2,1,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,2,,,,1,2,3,6,1,3,0,2,,,,1,2,,2,2,,,,1,3,DEBU KENDARAAN,2,3,3,1,2
62660,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,040,SEPAKU,004,BUMI HARAPAN,1,1,5,3,2,1,2,10,1,3,2,1,1,1,1,1,2,,,,,,,,2,3,2,1,1,0,2,1,1,3,2,1,PADI,KUSEN,3,554,22,1,3,,2,3,5,8,1,4,2,3,1,3,6,8,2,2,3,1,3,4,2,4,2,,,,,1,2,2,2,2,,,,2,,,,2,,,,1,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,2,,,,1,2,3,5,3,3,0,2,,,,1,2,,2,1,2,,2,1,2,,2,3,3,2,2
62661,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,040,SEPAKU,005,WONOSARI,1,1,5,30,2,1,2,9,1,3,2,1,1,1,1,1,2,,,,,,,,2,2,2,2,,,2,1,1,2,1,1,"OPAK GAMBIR, STIK BAWANG, KACANG SEMBUNYI",SEKAM KAYU,3,347,0,0,3,,2,3,5,8,1,4,2,3,2,3,6,8,2,2,3,1,3,4,6,4,2,,,,,1,2,2,2,2,,,,2,,,,2,,,,1,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,2,,,,2,,,,,2,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62662,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,040,SEPAKU,006,SEMOI DUA,1,1,7,4,2,1,2,23,1,2,2,1,1,1,1,1,2,,,,,,,,2,2,2,3,,,2,1,5,3,2,1,0,KELAPA SAWIT DAN KARET,3,815,128,1,3,,2,3,5,8,1,4,2,3,2,3,6,8,2,2,3,1,3,2,7,4,2,,,,,1,2,2,1,1,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,,,2,2,,2,2,,2,2,,,,2,,,,,2,1,2,,,,2,,,,2,,,,2,,,,3,3,1,1
62663,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,040,SEPAKU,007,ARGO MULYO,1,1,7,4,2,1,2,24,1,3,2,1,1,1,1,1,2,,,,,,,,2,2,2,2,,,2,1,5,2,1,1,0,KELAPA SAWIT,3,985,0,2,2,1,2,3,5,8,1,3,2,3,2,3,6,8,2,2,3,1,3,4,6,4,2,,,,,1,2,2,1,1,,,2,2,,,2,2,,,2,2,,,1,2,,,2,2,,,2,2,,,2,,,2,2,,2,2,,2,2,,,,2,,,,,3,2,2,,,,2,,,,2,,,,2,,,,3,3,1,1
62664,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,040,SEPAKU,008,SUKO MULYO,1,1,5,3,2,1,2,13,1,2,2,1,1,1,1,1,2,,,,,,,,2,2,1,2,,,2,1,5,3,2,2,,,,631,0,0,3,,2,3,5,8,1,3,2,3,2,3,6,8,2,2,3,1,3,4,6,4,2,,,,,1,2,2,2,1,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,1,1,1,1,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,1,2
62665,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,040,SEPAKU,009,TENGIN BARU,1,1,7,3,2,1,2,22,1,3,2,1,1,1,1,1,2,,,,,,,,2,3,2,2,,,2,1,5,2,1,1,0,KELAPA SAWIT,3,1135,0,0,2,1,2,3,5,8,1,3,2,3,1,3,6,8,2,2,1,1,3,4,2,1,2,,,,,1,2,2,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,1,,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,1,1
62666,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,040,SEPAKU,010,SUKARAJA,1,1,7,3,2,1,2,25,1,3,2,1,1,1,1,1,1,1,4,6,8,1,1,1,3,,,1,0,1,2,1,1,3,2,2,,,,1137,0,1,3,,2,3,6,8,1,4,2,3,1,3,6,8,2,2,3,1,3,4,2,4,2,,,,,1,2,2,1,2,,,1,2,,,2,2,,,2,2,,,1,2,,,2,2,,,2,2,,,2,,,2,2,,2,2,,2,2,,,,1,2,4,5,2,1,1,2,,,,1,2,,2,1,2,,2,2,,,,3,3,2,2
62667,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,040,SEPAKU,011,BUKIT RAYA,1,1,7,4,1,1,2,13,1,3,2,1,1,1,1,1,2,,,,,,,,2,3,3,2,,,2,1,5,2,1,2,,,,798,0,0,3,,2,3,6,8,1,4,2,3,1,3,6,8,2,2,3,1,3,2,2,4,2,,,,,1,2,2,1,1,,,2,2,,,1,2,,,2,2,,,1,2,,,2,2,,,2,2,,,2,,,2,2,,2,2,,2,2,,,,1,2,4,5,2,3,2,2,,,,1,2,,2,1,2,,2,1,3,KENDARAAN BERMOTOR,2,3,3,2,2
62668,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,040,SEPAKU,012,SEPAKU,2,1,7,1,2,1,1,9,1,3,2,1,2,1,1,1,2,,,,,,,,2,3,2,2,,,2,1,5,3,2,1,--,KUSEN,3,502,0,1,3,,2,3,5,8,1,4,3,3,1,3,6,8,2,2,3,1,3,2,2,4,2,,,,,1,2,2,1,1,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,2,,,2,,,2,2,,2,2,,2,2,,,,1,2,3,5,3,2,1,2,,,,1,2,,2,2,,,,1,2,,2,2,2,2,2
62669,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,040,SEPAKU,013,KARANG JINAWI,1,1,5,1,2,1,2,8,1,2,2,1,1,1,1,1,2,,,,,,,,1,3,2,3,,,2,1,5,3,2,1,SALAK PONDOH,SAWIT,3,293,0,0,3,,2,3,6,8,1,4,2,2,1,3,6,8,2,2,3,1,3,4,2,4,2,,,,,1,2,2,1,2,,,1,2,,,1,2,,,1,2,,,2,2,,,2,2,,,2,2,,,2,,,2,2,,2,2,,2,2,,,,1,2,4,5,3,1,1,2,,,,1,2,,2,2,,,,1,2,,2,3,3,2,2
62670,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,040,SEPAKU,014,TELEMOW,1,1,7,12,2,1,2,14,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,1,2,0,2,1,5,3,1,1,KERUPUK,--,3,1160,0,0,3,,2,3,5,8,1,4,2,2,1,3,6,8,2,2,3,1,3,2,2,6,2,,,,,1,2,2,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,2,,,,2,,,,,3,0,1,5,100,125,2,,,,2,,,,1,3,DEBU KENDARAAN,1,3,3,2,2
62671,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,040,SEPAKU,015,BINUANG,1,1,5,18,1,1,2,9,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,5,3,2,2,,,,593,0,0,3,,2,3,5,7,1,4,2,3,1,3,6,8,2,2,3,1,3,2,6,4,2,,,,,1,2,2,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,1,3,DEBU DARI KENDARAAN,1,3,3,2,1
62630,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,020,WARU,001,API API,1,1,5,4,2,1,2,8,1,3,2,1,1,1,1,1,1,1,3,6,8,2,1,1,3,,,2,,,2,1,14,3,1,1,"GULA MERAH, AREN, GULA SEMUT",TIDAK ADA,3,519,64,1,3,,2,3,5,7,1,4,2,3,2,3,6,8,2,2,3,1,1,4,5,3,1,2,,,,1,1,2,2,1,2,,,2,2,,,2,2,,,1,1,,,2,2,,,2,2,,,2,2,,2,2,,,2,,,2,,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,1,3,1,2
62631,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,020,WARU,002,SESULU,1,1,7,11,2,1,2,11,1,3,2,1,1,1,1,1,1,1,4,6,8,2,1,1,3,,,2,,,2,1,1,2,2,1,IKAN ASIN,0,3,947,60,0,2,2,2,3,5,7,1,3,2,3,1,3,5,8,2,2,1,1,1,2,2,4,1,2,,,,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,2,,,,,1,1,2,,,,2,,,,2,,,,1,2,,1,3,3,2,1
62632,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,020,WARU,003,WARU,2,1,8,0,2,1,1,30,1,3,2,1,2,1,1,1,1,1,3,6,8,2,1,1,3,,,2,,,2,1,1,2,1,2,,,,2364,285,0,2,2,2,3,5,7,1,3,2,3,1,3,6,8,2,1,1,1,1,2,2,3,1,2,,,,1,1,2,2,1,2,,,2,2,,,2,2,,,2,1,,,2,2,,,1,2,,,2,2,,2,2,,,2,,,2,,,2,,,,1,1,4,6,1,3,0,2,,,,1,2,,1,2,,,,2,,,,1,3,2,1
62633,64,KALIMANTAN TIMUR,09,PENAJAM PASER UTARA,020,WARU,004,BANGUN MULYA,1,1,9,11,2,1,2,16,1,3,2,1,1,1,1,1,2,,,,,,,,3,,,2,,,2,1,1,1,1,2,,,,1092,183,0,2,2,2,3,5,7,2,3,2,,1,3,6,8,2,2,3,1,1,2,2,3,1,2,,,,1,1,2,2,2,2,,,2,2,,,2,2,,,1,1,,,2,2,,,2,2,,,2,2,,2,2,,,2,,,2,,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,1,2
62782,64,KALIMANTAN TIMUR,72,SAMARINDA,031,LOA JANAN ILIR,001,SENGKOTEK,2,1,28,40,1,1,1,20,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,2,,,2,3,,,,1,KACANG GORENG,TIDAK ADA,3,3144,0,0,1,1,2,3,5,8,2,4,2,,1,4,5,8,2,1,1,1,1,2,2,1,2,,,,,1,2,2,2,1,,,,2,,,,2,,,,2,,,,2,,,,1,,,,2,,,2,,,,1,,,2,,,1,1,1300,1800,1,1,3,6,3,3,0,1,1,1000,1300,1,1,,2,2,,,,1,2,,2,3,3,2,1
62783,64,KALIMANTAN TIMUR,72,SAMARINDA,031,LOA JANAN ILIR,002,SIMPANG TIGA,2,1,25,15,1,1,1,30,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,3,,,2,4,,,,2,,,,3236,0,0,1,1,2,3,5,7,1,4,2,3,1,4,5,8,2,1,3,1,1,2,3,1,1,2,,,,1,2,2,2,1,,,,2,,,,1,,,,2,,,,2,,,,2,,,,1,,,2,,,,2,,,2,,,1,2,200,325,1,2,3,6,1,3,0,1,2,50,80,1,1,,2,1,2,,2,2,,,,3,3,2,1
62784,64,KALIMANTAN TIMUR,72,SAMARINDA,031,LOA JANAN ILIR,003,TANI AMAN,2,1,30,8,1,1,1,20,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,2,,,2,4,,,,2,,,,2627,0,0,1,1,2,3,5,8,1,4,2,3,1,4,6,8,2,1,1,1,1,2,3,1,1,1,6,20,22,1,1,2,2,2,2,,,2,2,,,2,2,,,1,1,,,2,2,,,2,2,,,2,2,,2,2,,,2,,,2,,,1,1,15,25,1,1,3,6,3,3,0,2,,,,1,1,,2,1,2,,2,2,,,,3,3,2,1
62785,64,KALIMANTAN TIMUR,72,SAMARINDA,031,LOA JANAN ILIR,004,HARAPAN BARU,2,1,13,35,1,1,1,43,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,2,,,2,4,,,,1,MINUMAN JAHE MERAH INSTAN,TIDAK ADA,3,3925,0,0,1,1,2,3,5,8,2,4,2,,1,4,5,8,2,1,1,1,1,2,2,1,2,,,,,1,2,2,2,1,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,,,2,,,,1,,,2,,,1,1,201,301,1,1,3,6,3,3,0,2,,,,1,2,,2,1,2,,2,2,,,,3,3,2,1
62786,64,KALIMANTAN TIMUR,72,SAMARINDA,031,LOA JANAN ILIR,005,RAPAK DALAM,2,1,20,5,1,1,1,29,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,3,,,2,4,,,,2,,,,4967,0,0,1,1,2,3,5,7,2,4,2,,1,4,6,8,2,1,1,1,1,2,2,1,1,1,2,20,20,1,2,2,2,1,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,2,,,,1,2,3,6,1,3,0,2,,,,1,1,,2,1,2,,2,2,,,,3,3,2,1
62756,64,KALIMANTAN TIMUR,72,SAMARINDA,010,PALARAN,001,SIMPANG PASIR,2,1,10,1,1,1,1,25,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,2,,,2,6,,,,2,,,,2172,0,0,2,1,2,3,5,7,1,4,2,2,1,3,6,8,2,1,1,1,1,3,1,1,1,1,1,15,12,1,2,2,2,2,,,,2,,,,2,,,,1,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,2,2,2,1
62757,64,KALIMANTAN TIMUR,72,SAMARINDA,010,PALARAN,002,HANDIL BAKTI,2,1,25,12,1,1,1,32,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,3,,,2,3,,,,2,,,,2055,0,0,2,1,2,3,5,7,1,4,3,1,1,3,6,8,2,1,1,1,1,3,1,1,1,2,,,,1,1,2,2,1,2,,,2,2,,,2,2,,,2,1,,,2,2,,,2,2,,,1,2,,2,2,,,2,,,2,,,1,1,202,202,2,,,,,3,0,1,1,20,27,2,,,,1,2,,1,2,,,,3,3,2,2
62758,64,KALIMANTAN TIMUR,72,SAMARINDA,010,PALARAN,003,BANTUAS,2,1,12,12,1,1,1,14,1,2,2,1,2,2,1,1,2,,,,,,,,3,,,2,,,2,1,1,1,1,2,,,,1129,0,0,1,1,2,3,5,8,1,4,3,2,2,3,6,8,2,2,3,1,1,2,3,1,1,1,1,1,1,1,1,2,2,1,2,,,1,2,,,1,2,,,2,1,,,2,2,,,2,2,,,2,2,,2,2,,,2,,,2,,,1,1,75,50,2,,,,,3,0,1,1,10,10,2,,,,2,,,,2,,,,1,2,2,1
62759,64,KALIMANTAN TIMUR,72,SAMARINDA,010,PALARAN,004,BUKUAN,2,1,25,2,1,1,1,47,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,2,,,2,3,,,,2,,,,3197,672,0,2,1,2,3,5,7,1,4,2,2,1,3,6,8,2,1,1,1,1,1,2,1,2,,,,,1,2,2,2,1,,,,2,,,,1,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,1,6,300,300,1,1,4,6,1,1,0,1,8,550,550,1,2,,1,2,,,,2,,,,2,2,2,2
62760,64,KALIMANTAN TIMUR,72,SAMARINDA,010,PALARAN,005,RAWA MAKMUR,2,1,20,12,1,1,1,52,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,3,,,2,4,,,,2,,,,6434,0,0,1,1,2,3,5,8,1,4,2,3,1,3,6,8,2,1,1,1,1,1,2,1,2,,,,,1,2,2,2,1,,,,1,,,,1,,,,1,,,,2,,,,2,,,,2,,,2,,,,1,,,2,,,1,5,250,175,2,,,,,3,0,1,4,150,175,2,,,,2,,,,2,,,,3,3,2,2
62761,64,KALIMANTAN TIMUR,72,SAMARINDA,020,SAMARINDA ILIR,006,SELILI,2,1,16,12,2,1,1,37,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,2,,,2,4,,,,2,,,,5334,0,0,2,1,2,3,5,7,1,4,2,2,1,3,5,7,2,1,1,1,1,2,3,1,2,,,,,1,2,2,2,1,,,,2,,,,2,,,,2,,,,2,,,,1,,,,1,,,2,,,,1,,,2,,,1,2,1250,1257,2,,,,,1,0,1,8,1500,1530,2,,,,2,,,,2,,,,3,3,2,2
62762,64,KALIMANTAN TIMUR,72,SAMARINDA,020,SAMARINDA ILIR,007,SUNGAI DAMA,2,1,17,0,2,1,1,33,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,2,,,2,4,,,,2,,,,3157,0,0,1,1,2,3,5,7,1,4,2,1,1,3,5,7,2,1,1,1,1,2,3,1,2,,,,,1,2,2,2,1,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62763,64,KALIMANTAN TIMUR,72,SAMARINDA,020,SAMARINDA ILIR,008,SIDODAMAI,2,1,24,0,2,1,1,29,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,2,,,2,4,,,,2,,,,3178,0,0,1,1,2,3,5,7,1,4,2,3,1,3,6,8,2,1,1,1,1,2,3,1,2,,,,,1,2,2,2,1,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,2,,,,2,,,,,2,0,2,,,,2,,,,2,,,,2,,,,3,2,2,2
62764,64,KALIMANTAN TIMUR,72,SAMARINDA,020,SAMARINDA ILIR,009,SIDOMULYO,2,1,13,0,2,1,1,41,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,2,,,2,4,,,,2,,,,4886,0,0,1,1,2,3,5,7,2,4,2,,1,4,6,8,2,1,1,1,1,2,3,1,2,,,,,1,2,2,2,1,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,1,,,1,1,40,45,2,,,,,3,0,1,1,40,45,2,,,,2,,,,2,,,,3,3,2,2
62765,64,KALIMANTAN TIMUR,72,SAMARINDA,020,SAMARINDA ILIR,014,PELITA,2,1,10,1,1,1,1,46,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,3,,,2,4,,,,2,,,,5986,0,0,1,1,1,3,5,7,2,4,2,,1,4,6,8,2,1,1,1,1,2,3,1,2,,,,,1,2,2,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,2,,,,2,,,2,,,1,5,40,45,1,1,3,6,3,3,0,1,1,40,45,1,1,,2,2,,,,2,,,,1,3,2,2
62766,64,KALIMANTAN TIMUR,72,SAMARINDA,021,SAMARINDA KOTA,001,BUGIS,2,1,20,3,1,1,1,19,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,1,0,1,2,4,,,,1,-,KERAJINAN MANIK,3,1086,0,0,1,1,2,3,5,7,2,3,2,,1,3,6,8,2,1,1,1,1,2,3,1,2,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,2,30,18,2,,,,2,,,,2,,,,3,1,2,2
62767,64,KALIMANTAN TIMUR,72,SAMARINDA,021,SAMARINDA KOTA,002,PASAR PAGI,2,1,15,1,1,1,1,24,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,3,,,2,4,,,,2,,,,1298,0,0,1,1,2,3,5,7,2,3,2,,1,4,6,8,2,1,1,1,1,2,3,1,2,,,,,1,2,2,2,2,,,,2,,,,1,,,,2,,,,2,,,,2,,,,1,,,2,,,,2,,,2,,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62768,64,KALIMANTAN TIMUR,72,SAMARINDA,021,SAMARINDA KOTA,003,PELABUHAN,2,1,12,3,1,1,1,38,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,3,,,2,4,,,,1,AMPLANG/JAMU,TAS MANIK,3,1733,0,0,1,1,2,3,5,7,2,4,2,,1,4,6,8,2,1,1,1,1,2,3,1,2,,,,,1,2,2,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,,,2,,,,2,,,2,,,2,,,,1,2,3,6,3,3,0,2,,,,1,1,,2,2,,,,2,,,,1,1,2,2
62769,64,KALIMANTAN TIMUR,72,SAMARINDA,021,SAMARINDA KOTA,004,SUNGAI PINANG LUAR,2,1,11,3,1,1,1,37,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,3,,,2,4,,,,1,TAHU TEMPE,-,3,3127,0,0,1,1,2,3,5,7,2,3,2,,1,3,6,8,2,1,1,1,1,2,3,1,2,,,,,1,2,2,2,2,,,,2,,,,2,,,,2,,,,1,,,,2,,,,1,,,2,,,,2,,,2,,,1,1,50,60,1,2,3,6,3,3,0,1,6,50,150,1,1,,2,2,,,,2,,,,3,3,2,2
62770,64,KALIMANTAN TIMUR,72,SAMARINDA,021,SAMARINDA KOTA,005,KARANG MUMUS,2,1,13,2,1,1,1,29,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,2,,,2,4,,,,1,"SUSU KEDELAI, KACANG BALI",-,3,1984,0,0,1,1,2,3,5,7,2,3,2,,1,4,6,8,2,1,1,1,1,2,3,1,2,,,,,1,2,2,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,,,2,,,,2,,,2,,,2,,,,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,3,3,2,2
62776,64,KALIMANTAN TIMUR,72,SAMARINDA,030,SAMARINDA SEBERANG,001,MESJID,2,1,23,24,1,1,1,21,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,2,,,2,4,,,,1,-,ANYAMAN KETUPAT,3,4714,0,0,1,1,2,3,5,8,2,4,2,,1,4,5,8,2,1,1,1,1,2,3,1,2,,,,,1,2,2,2,1,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,,,2,,,,2,,,2,,,1,10,100,150,2,,,,,3,0,2,,,,2,,,,2,,,,2,,,,1,1,2,2
62777,64,KALIMANTAN TIMUR,72,SAMARINDA,030,SAMARINDA SEBERANG,002,BAQA,2,1,18,30,1,1,1,22,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,2,,,2,4,,,,1,-,MANIK-MANIK,3,4218,0,0,1,1,2,3,5,8,2,4,2,,1,4,6,8,2,1,1,1,1,2,3,1,2,,,,,1,2,2,2,1,,,,2,,,,2,,,,2,,,,2,,,,1,,,,1,,,2,,,,2,,,2,,,1,9,1000,700,1,1,3,6,1,3,0,1,1,150,150,1,1,,2,2,,,,2,,,,3,1,2,2
62778,64,KALIMANTAN TIMUR,72,SAMARINDA,030,SAMARINDA SEBERANG,005,SUNGAI KELEDANG,2,1,33,17,1,1,1,36,1,3,2,1,2,1,1,1,2,,,,,,,,3,,,2,,,2,4,,,,1,-,KERAJINAN MANIK-MANIK,3,5123,0,0,1,1,2,3,5,8,2,4,3,,1,4,6,8,2,1,1,1,1,2,3,1,2,,,,,1,2,2,2,1,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,,,2,,,,2,,,2,,,1,13,296,300,2,,,,,3,0,1,13,465,333,2,,,,2,,,,2,,,,1,3,2,2
